property_id,address,city,neighborhood,latitude,longitude,property_type,year_built,sale_date,condition,finished_basement,renovated,near_transit,backs_onto_park,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,garage_spaces,sale_price
AB-00163,3590 Prairie Ave,Sherwood Park,Emerald Hills,53.562571,-113.270509,Townhouse,1981.0,2022-09-17,Average,False,False,True,True,3,1.5,1016,1990.0,1,315000
AB-00164,1480 River Way,St. Albert,Riverside,53.628044,-113.700343,Duplex,1991.0,2024-09-24,Average,True,False,True,False,3,2.0,1683,3121.0,2,578000
AB-00165,4021 Cedar Blvd,Leduc,Southfork,53.214714,-113.597948,Semi-Detached,1966.0,2025-01-13,Good,False,True,False,True,3,2.5,1612,3417.0,1,498000
AB-00166,1295 Maple Way,Calgary,Seton,51.045691,-114.070561,Detached,1982.0,2025-09-13,Good,True,False,False,False,5,3.0,1932,6017.0,2,816000
AB-00167,5177 Maple Way,Edmonton,Rutherford,53.52992,-113.513352,Detached,1979.0,2024-01-01,Average,False,False,False,False,4,3.0,1717,5315.0,2,558000
AB-00168,7218 Maple Blvd,Red Deer,Clearview,52.312051,-113.851457,Detached,1991.0,2026-04-13,Fair,True,False,False,True,4,4.0,2049,4625.0,2,600000
AB-00169,2179 Prairie Rd,Red Deer,Clearview,52.274979,-113.764767,Detached,1993.0,2026-02-08,Fair,False,True,False,False,6,3.0,1752,6936.0,2,506000
AB-00170,4279 Maple Way,Edmonton,Windermere,53.54898,-113.445853,Semi-Detached,1981.0,2026-02-10,Average,True,False,True,False,3,1.5,1630,3911.0,2,598000
AB-00171,6970 River Rd,Edmonton,Westmount,53.533401,-113.513848,Detached,1964.0,2025-07-16,Average,True,True,False,False,5,2.5,2584,,3,1113000
AB-00172,5190 Park St,Leduc,Southfork,53.244693,-113.56198,Detached,2019.0,2026-05-31,Good,True,False,False,False,4,2.0,2660,4572.0,2,915000
AB-00173,6818 Maple Ave,Edmonton,Laurel,53.519227,-113.495361,Townhouse,1991.0,2024-08-26,Fair,False,False,False,True,3,2.5,1120,1297.0,0,303000
AB-00174,2432 Prairie Rd,Red Deer,West Park,52.302551,-113.820829,Detached,1967.0,2025-10-14,Excellent,False,False,False,False,4,2.5,2647,4001.0,2,811000
AB-00175,2241 River Rd,Fort McMurray,Timberlea,56.740084,-111.37151,Townhouse,1967.0,2025-07-21,Average,False,False,False,False,3,2.5,1518,1238.0,1,366000
AB-00176,7465 Cedar Rd,Calgary,Bridgeland,51.022379,-114.095795,Detached,1979.0,2024-12-07,Fair,True,False,False,False,3,3.5,2080,8146.0,2,845000
AB-00177,5470 River St,Sherwood Park,Summerwood,53.582816,-113.231777,Detached,1965.0,2025-06-09,Average,True,True,True,False,4,3.5,1700,4435.0,2,599000
AB-00178,2390 Maple St,Edmonton,Rutherford,53.5626,-113.51865,Condo,1973.0,2025-10-24,Good,True,False,False,False,2,1.5,666,,0,180000
AB-00179,7365 River St,Red Deer,Lancaster,52.322263,-113.730386,Townhouse,1985.0,2023-07-05,Excellent,True,False,True,False,4,1.5,1400,1042.0,2,396000
AB-00180,7407 River St,Calgary,Inglewood,51.056406,-114.042266,Semi-Detached,1983.0,2024-09-15,Average,True,False,False,False,3,2.0,1433,3428.0,1,597000
AB-00181,9007 Maple Blvd,Edmonton,Terwillegar,53.497824,-113.526692,Detached,1991.0,2025-06-06,Good,False,False,True,False,4,3.0,1870,4242.0,2,764000
AB-00182,7828 Aspen Rd,Calgary,Aspen Woods,51.052533,-114.072639,Detached,1995.0,2025-10-13,Fair,False,True,False,False,4,2.5,2757,4578.0,3,1384000
AB-00183,2946 River Ave,Sherwood Park,Summerwood,53.52407,-113.248713,Duplex,2009.0,2024-06-24,Average,True,False,False,False,4,2.5,2157,2428.0,2,745000
AB-00184,2976 Cedar St,Calgary,Mahogany,51.032125,-114.045321,Townhouse,2023.0,2025-10-13,Average,False,True,False,False,2,3.0,1811,2091.0,2,754000
AB-00185,9711 Prairie Ave,Calgary,Mahogany,51.082034,-114.019282,Detached,1967.0,2024-12-17,Poor,False,False,False,False,3,3.5,2319,5808.0,3,807000
AB-00186,8082 Prairie Rd,Calgary,Kensington,51.049835,-114.017607,Detached,2015.0,2024-11-10,Good,False,False,False,False,4,4.0,2241,4999.0,2,1071000
AB-00187,9485 Cedar Way,Calgary,Mahogany,51.045706,-114.01437,Detached,1960.0,2024-09-30,Excellent,True,False,False,False,5,2.5,2115,4727.0,2,936000
AB-00188,1553 Prairie Rd,Edmonton,Westmount,53.572219,-113.464753,Detached,1981.0,2025-09-10,Good,True,False,False,False,5,2.5,1970,3568.0,3,897000
AB-00189,5854 Aspen Blvd,St. Albert,Erin Ridge,53.639228,-113.554615,Detached,2023.0,2025-02-03,Good,False,False,False,False,5,4.0,1811,5462.0,3,783000
AB-00190,2736 Prairie St,Calgary,Beltline,51.051231,-114.09199,Detached,1981.0,2026-03-05,Good,True,False,False,False,4,4.0,2075,5929.0,1,904000
AB-00191,9178 Prairie Way,Calgary,Mahogany,51.049354,-114.103405,Townhouse,1984.0,2025-08-24,Average,True,True,False,False,3,1.5,1618,1286.0,1,605000
AB-00192,521 River Ave,Calgary,Beltline,51.057902,-114.001451,Detached,2021.0,2026-03-17,Average,False,True,False,False,4,2.5,1264,4529.0,2,600000
AB-00193,831 Park Blvd,Leduc,Black Stone,53.20872,-113.648246,Detached,2007.0,2025-10-20,Average,False,False,True,False,4,2.5,1700,7457.0,3,618000
AB-00194,8661 Cedar Way,Edmonton,Laurel,53.570892,-113.482829,Duplex,1967.0,2025-02-07,Good,False,True,True,False,3,2.5,1309,2085.0,0,388000
AB-00195,7457 River Ave,Sherwood Park,Summerwood,53.563957,-113.300163,Semi-Detached,1978.0,2023-11-24,Fair,True,False,False,False,4,3.0,1165,3897.0,2,387000
AB-00196,9215 Cedar Way,Fort McMurray,Thickwood,56.673307,-111.410136,Condo,1968.0,2025-08-30,Fair,False,False,True,False,1,2.0,614,,2,130000
AB-00197,9319 Maple Rd,Calgary,Inglewood,51.057022,-114.128219,Detached,1972.0,2023-06-22,Excellent,False,True,False,False,3,3.0,2059,4910.0,2,1059000
AB-00198,5531 Prairie Ave,Calgary,Mahogany,51.056695,-114.051346,Detached,1964.0,2025-02-07,Average,False,False,True,False,3,3.0,1913,6540.0,2,768000
AB-00199,7359 Park Rd,Edmonton,Terwillegar,53.568595,-113.433988,Condo,1989.0,2024-09-27,Fair,False,True,True,False,3,1.5,948,,2,276000
AB-00200,6709 River Way,St. Albert,Riverside,53.627359,-113.560795,Condo,1999.0,2024-05-10,Good,True,False,True,True,2,1.0,1005,,0,316000
AB-00201,2129 Prairie St,Edmonton,Glenora,53.544694,-113.558185,Condo,2024.0,2025-01-24,Average,False,True,False,False,2,1.0,1246,,1,467000
AB-00202,2769 Aspen Ave,Calgary,Mahogany,51.074123,-114.101268,Condo,1963.0,2022-08-16,Average,True,True,False,False,1,2.0,700,,0,207000
AB-00203,5104 Prairie Rd,Leduc,Meadowview,53.174564,-113.620576,Semi-Detached,1988.0,2025-05-19,Average,False,False,True,False,2,2.0,983,2838.0,2,287000
AB-00204,9828 Aspen Rd,Calgary,Inglewood,51.010856,-114.074047,Townhouse,2007.0,2026-02-18,Average,False,False,True,False,2,3.0,1546,2012.0,2,584000
AB-00205,2392 Prairie St,Edmonton,Terwillegar,53.576808,-113.503743,Detached,2011.0,2025-08-10,Good,True,False,False,True,4,2.5,1428,7004.0,1,676000
AB-00206,5973 Aspen Rd,Red Deer,Lancaster,52.259449,-113.841889,Duplex,2020.0,2024-08-04,Excellent,False,True,True,False,3,2.5,1508,1370.0,1,480000
AB-00207,5131 Cedar Rd,Edmonton,Oliver,53.609019,-113.464962,Condo,1988.0,2024-10-17,Good,True,False,False,False,3,1.5,788,,0,232000
AB-00208,2570 River Ave,Calgary,Kensington,51.077062,-114.069217,Semi-Detached,1998.0,2024-11-02,Average,False,False,True,False,3,1.5,1721,4319.0,2,693000
AB-00209,3530 River Way,Edmonton,Windermere,53.577432,-113.465217,Semi-Detached,1960.0,2025-01-23,Average,False,False,True,False,3,2.0,1759,3514.0,1,621000
AB-00210,5379 Aspen Ave,Calgary,Inglewood,51.090809,-114.063008,Condo,2007.0,2026-06-04,Excellent,False,True,False,False,2,1.0,732,,0,329000
AB-00211,8624 Aspen Way,Edmonton,Rutherford,53.553027,-113.523114,Semi-Detached,1997.0,2024-07-05,Average,False,False,False,False,3,1.5,1343,4588.0,0,411000
AB-00212,2868 Maple Rd,Edmonton,Rutherford,53.564399,-113.519617,Detached,1962.0,2026-05-01,Average,True,False,False,False,3,4.0,1805,5708.0,2,594000
AB-00213,2124 Aspen Rd,Calgary,Beltline,51.059971,-114.07019,Townhouse,2013.0,2026-01-03,Average,True,False,True,False,3,1.5,1885,2663.0,1,717000
AB-00214,2028 Park St,Edmonton,Terwillegar,53.537092,-113.568886,Townhouse,2025.0,2025-01-15,Good,True,True,True,False,3,2.0,1503,1288.0,2,643000
AB-00215,144 Maple St,Edmonton,Rutherford,53.60119,-113.548959,Detached,2021.0,2022-10-30,Average,False,True,True,False,3,3.0,2241,4620.0,2,820000
AB-00216,1735 River St,St. Albert,Erin Ridge,53.667148,-113.549823,Condo,1993.0,2023-06-06,Average,False,False,False,True,2,1.0,899,,2,253000
AB-00217,4495 Prairie St,St. Albert,Erin Ridge,53.624458,-113.585835,Detached,2016.0,2025-06-23,Excellent,True,False,False,False,3,3.0,2435,5153.0,2,1175000
AB-00218,2711 Maple Blvd,Calgary,Auburn Bay,51.093003,-114.10005,Duplex,1967.0,2023-01-31,Excellent,False,False,True,False,3,2.5,1008,3833.0,0,379000
AB-00219,1950 Cedar Blvd,Calgary,Beltline,51.053824,-114.096664,Condo,2021.0,2025-09-14,Excellent,False,True,False,False,3,2.0,958,,1,375000
AB-00220,4172 Cedar Rd,St. Albert,Riverside,53.649526,-113.642278,Detached,1972.0,2024-08-21,Average,True,False,False,False,6,3.5,1938,6607.0,2,737000
AB-00221,5521 Park St,Edmonton,Oliver,53.48521,-113.51011,Semi-Detached,,2024-11-22,Average,False,False,True,False,3,2.5,695,4119.0,0,255000
AB-00222,6855 Maple Way,Sherwood Park,Nottingham,53.52483,-113.280107,Detached,1962.0,2026-03-07,Fair,False,False,False,False,4,2.5,1367,6592.0,3,444000
AB-00223,9929 Cedar Rd,Calgary,Auburn Bay,51.047389,-114.129635,Condo,2018.0,2026-02-12,Average,True,False,True,False,2,1.0,954,,0,338000
AB-00224,6804 Maple Rd,Calgary,Aspen Woods,51.029716,-114.004366,Semi-Detached,2023.0,2025-11-28,Fair,True,False,True,False,3,1.5,1401,1954.0,2,683000
AB-00225,7481 Cedar Way,Edmonton,Laurel,53.534843,-113.400346,Detached,1975.0,2024-01-23,Good,False,True,False,False,4,4.0,1793,4780.0,2,675000
AB-00226,2203 Maple Blvd,Calgary,Auburn Bay,51.08076,-114.061154,Condo,1982.0,2024-09-26,Good,False,False,False,False,2,2.0,944,,1,279000
AB-00227,9971 Prairie Way,Airdrie,Kings Heights,51.290397,-113.981657,Detached,1977.0,2024-06-20,Fair,False,False,False,False,6,4.0,1861,5114.0,2,556000
AB-00228,5381 Prairie St,Edmonton,Summerside,53.548852,-113.583719,Townhouse,1982.0,2024-11-10,Average,False,False,False,False,3,2.0,1533,1759.0,1,459000
AB-00229,969 Prairie St,St. Albert,Riverside,53.529131,-113.531623,Detached,1963.0,2025-12-26,Average,False,False,True,True,5,3.5,2105,6397.0,2,756000
AB-00230,9295 Cedar Ave,St. Albert,Lacombe Park,53.651947,-113.673004,Duplex,1988.0,2024-06-26,Good,True,False,False,False,2,2.5,1760,2072.0,0,568000
AB-00231,6125 Aspen Way,Airdrie,Bayside,51.285026,-114.004616,Condo,2016.0,2025-11-19,Good,False,False,True,False,1,2.0,1271,,0,388000
AB-00232,2231 River Way,Red Deer,Timberlands,52.273365,-113.794777,Condo,1995.0,2026-06-03,Average,True,False,True,False,2,1.0,959,,0,257000
AB-00233,5307 Aspen Ave,Calgary,Beltline,51.081473,-114.022151,Duplex,2005.0,2022-12-23,Fair,True,False,False,False,3,2.5,1433,2940.0,1,531000
AB-00234,244 Maple Rd,Edmonton,Summerside,53.506095,-113.420296,Condo,2020.0,2024-08-20,Excellent,False,False,False,False,2,1.0,990,,0,316000
AB-00235,8435 Cedar Blvd,Calgary,Kensington,51.042455,-114.057106,Detached,2007.0,2024-08-10,Average,True,False,False,False,4,2.5,2086,4294.0,3,1000000
AB-00236,7050 Maple Ave,Airdrie,Hillcrest,51.307574,-114.025387,Semi-Detached,1987.0,2024-06-19,Good,False,False,False,False,3,2.0,1676,4490.0,1,552000
AB-00237,9243 Maple Way,Edmonton,Oliver,53.567009,-113.462247,Detached,1982.0,2025-09-17,Good,True,False,False,False,5,2.0,2485,3726.0,1,933000
AB-00238,1289 Park Way,Calgary,Kensington,51.049095,-114.079688,Semi-Detached,1965.0,2024-07-06,Good,True,True,False,False,3,2.5,1962,3079.0,2,822000
AB-00239,2460 Park Rd,Calgary,Beltline,51.100508,-114.110013,Semi-Detached,1997.0,2024-05-28,Excellent,False,False,True,True,3,1.5,1221,2047.0,1,504000
AB-00240,8497 River Ave,Calgary,Kensington,50.998392,-113.998009,Detached,2012.0,2024-09-15,Excellent,False,True,True,False,5,4.0,980,4433.0,2,604000
AB-00241,9612 Cedar Rd,Sherwood Park,Davidson Creek,53.575562,-113.310317,Semi-Detached,1972.0,2024-07-21,Average,False,True,False,False,3,2.0,1343,,0,380000
AB-00242,7117 River St,Edmonton,Westmount,53.488511,-113.447784,Detached,2006.0,2025-10-25,Good,False,False,True,False,4,3.0,2980,3532.0,2,1464000
AB-00243,1443 Park Ave,Red Deer,West Park,52.287837,-113.784436,Condo,1973.0,2023-11-20,Average,True,False,True,True,2,1.0,1154,,0,274000
AB-00244,9004 Aspen Blvd,Edmonton,Glenora,53.549747,-113.496617,Duplex,1964.0,2026-01-07,Average,True,True,False,False,3,2.5,1662,2996.0,0,576000
AB-00245,2817 Aspen Ave,Edmonton,Westmount,53.542658,-113.538287,Semi-Detached,1990.0,2025-12-07,Good,False,False,False,False,2,2.0,1465,1845.0,0,490000
AB-00246,3487 Aspen Rd,St. Albert,Oakmont,53.662641,-113.696273,Detached,1989.0,2025-02-28,Fair,False,True,False,True,5,2.5,2030,6870.0,2,731000
AB-00247,1375 Aspen Rd,Fort McMurray,Eagle Ridge,56.692313,-111.389108,Condo,2008.0,2025-10-23,Average,False,False,False,False,1,1.0,1056,,0,270000
AB-00248,3162 River Rd,Calgary,Beltline,50.998009,-114.098962,Semi-Detached,1995.0,2026-02-07,Average,False,False,True,True,2,2.0,1259,3284.0,0,492000
AB-00249,9805 River Ave,Red Deer,Anders,52.267413,-113.786338,Detached,1965.0,2026-04-29,Fair,False,True,True,False,3,3.5,1233,5728.0,1,358000
AB-00250,3648 Cedar Way,Calgary,Inglewood,51.029671,-114.066397,Townhouse,1996.0,2023-02-01,Excellent,True,False,False,False,3,1.5,1691,1862.0,1,723000
AB-00251,1227 River Blvd,Sherwood Park,Emerald Hills,53.51663,-113.325531,Townhouse,2018.0,2026-02-17,Average,True,False,False,False,3,1.5,1362,1820.0,1,407000
AB-00252,1626 Cedar Ave,Sherwood Park,Davidson Creek,53.516948,-113.328028,Detached,2024.0,2022-12-04,Good,False,False,False,False,4,3.0,2737,3707.0,1,1147000
AB-00253,6346 Park Way,Calgary,Seton,51.088371,-114.102207,Condo,2021.0,2024-06-25,Good,False,False,True,False,2,1.0,785,,2,269000
AB-00254,2030 Aspen St,Airdrie,Coopers Crossing,51.250134,-114.000458,Detached,1960.0,2025-11-10,Average,False,False,False,False,5,3.0,1574,7774.0,2,536000
AB-00255,6870 Aspen Way,Red Deer,West Park,52.263556,-113.809228,Detached,2010.0,2025-05-25,Good,False,False,False,False,4,3.0,2136,4977.0,2,715000
AB-00256,2750 Maple Ave,St. Albert,Mission,53.610988,-113.687241,Duplex,2017.0,2025-06-27,Good,False,False,False,True,4,2.5,1719,4347.0,2,663000
AB-00257,3733 Park St,Calgary,Beltline,51.102069,-113.996403,Duplex,1971.0,2025-05-11,Fair,False,False,False,False,4,2.0,2172,2237.0,1,622000
AB-00258,8589 Park Ave,Fort McMurray,Timberlea,56.783694,-111.396061,Condo,1985.0,2024-10-03,Good,False,False,False,False,2,1.5,975,,0,237000
AB-00259,3381 Aspen St,Calgary,Beltline,51.009184,-114.101117,Condo,2010.0,2026-03-30,Average,False,False,False,False,1,1.0,722,,0,217000
AB-00260,4377 River Blvd,Calgary,Seton,51.017751,-114.06138,Condo,2011.0,2024-11-13,Average,True,False,False,False,1,1.5,857,,0,237000
AB-00261,5665 Cedar Blvd,Airdrie,Hillcrest,51.221919,-113.997567,Duplex,2021.0,2024-05-11,Good,False,True,False,False,3,2.5,1542,3383.0,2,589000
AB-00262,1623 Cedar Rd,Edmonton,Summerside,53.560766,-113.525526,Duplex,1993.0,2025-12-08,Average,False,False,False,False,3,2.0,1111,3970.0,1,356000
AB-00263,4191 Aspen Rd,Airdrie,Kings Heights,51.310556,-114.05583,Semi-Detached,1986.0,2026-02-19,Average,True,True,False,False,3,2.5,1717,3260.0,2,553000
AB-00264,8474 Park Blvd,Edmonton,Glenora,53.542207,-113.534476,Condo,1995.0,2024-10-26,Average,True,False,False,False,2,1.0,538,,1,172000
AB-00265,237 Maple Ave,Edmonton,Laurel,53.56742,-113.542954,Detached,2018.0,2026-02-25,Average,True,False,True,False,4,2.5,2506,6509.0,3,991000
AB-00266,6199 Park Blvd,Edmonton,Westmount,53.55106,-113.38943,Condo,2013.0,2025-12-06,Good,False,False,False,False,1,1.0,1116,,0,378000
AB-00267,259 River Blvd,St. Albert,Lacombe Park,53.635174,-113.632461,Townhouse,1979.0,2024-09-01,Average,False,False,False,False,4,1.5,1398,1645.0,2,420000
AB-00268,1677 Cedar Rd,Calgary,Beltline,50.998107,-114.154529,Detached,2020.0,2025-06-05,Good,False,False,True,True,4,2.0,2380,4256.0,2,1214000
AB-00269,8463 Cedar Blvd,Edmonton,Summerside,53.5597,-113.381615,Townhouse,1996.0,2023-05-15,Average,False,False,False,False,3,2.5,1074,900.0,2,329000
AB-00270,3839 Park Rd,Red Deer,West Park,52.264639,-113.769842,Detached,1970.0,2024-06-11,Fair,True,False,True,False,4,3.0,2327,5298.0,3,631000
AB-00271,3944 Prairie Rd,Leduc,Black Stone,53.236017,-113.504658,Duplex,1962.0,2022-06-22,Fair,False,True,False,True,3,2.0,1524,3025.0,0,369000
AB-00272,2644 Maple Blvd,Airdrie,Reunion,51.260254,-114.013132,Semi-Detached,1970.0,2025-09-28,Fair,False,False,True,False,2,2.0,1323,3629.0,2,354000
AB-00273,2313 Prairie Way,Edmonton,Glenora,53.545224,-113.457001,Townhouse,1994.0,2024-10-05,Average,False,False,False,False,4,2.0,1621,2037.0,1,606000
AB-00274,4356 River Rd,Calgary,Aspen Woods,51.045062,-114.130933,Condo,1999.0,2024-12-20,Average,False,False,True,False,2,1.0,972,,0,345000
AB-00275,218 Aspen Rd,Edmonton,Westmount,53.524767,-113.502214,Condo,1997.0,2024-11-11,Average,False,True,False,False,2,1.0,782,,0,244000
AB-00276,8815 Park Blvd,Sherwood Park,Emerald Hills,53.558228,-113.292799,Detached,1994.0,2026-03-30,Average,True,False,False,False,4,2.5,2188,5115.0,2,728000
AB-00277,4722 Park Ave,Edmonton,Westmount,53.503761,-113.466803,Detached,1983.0,2026-05-31,Excellent,True,True,False,False,3,2.0,1527,5027.0,2,789000
AB-00278,6529 Maple Way,Edmonton,Westmount,53.538629,-113.426717,Condo,1978.0,2025-11-24,Fair,False,True,False,True,2,2.0,1118,,0,316000
AB-00279,1639 Aspen Ave,Fort McMurray,Thickwood,56.716114,-111.396468,Detached,1985.0,2024-07-11,Average,False,False,True,False,6,2.5,1798,4463.0,3,577000
AB-00280,3668 Maple Ave,St. Albert,Riverside,53.645793,-113.572021,Semi-Detached,1966.0,2025-07-11,Good,True,False,False,False,3,2.5,1598,3202.0,0,545000
AB-00281,8290 Maple Way,Edmonton,Glenora,53.578801,-113.55531,Townhouse,1971.0,2024-09-06,Average,True,False,True,False,3,2.5,978,900.0,0,330000
AB-00282,449 Prairie Blvd,Edmonton,Westmount,53.565051,-113.459638,Detached,2016.0,2026-01-22,Good,True,True,False,False,6,3.5,1423,3037.0,2,661000
AB-00283,9908 Aspen Ave,Calgary,Auburn Bay,51.058413,-114.138451,Detached,1995.0,2026-01-01,Good,False,False,False,False,3,2.5,784,4544.0,2,346000
AB-00284,1137 Prairie Way,St. Albert,Riverside,53.634685,-113.669388,Detached,1990.0,2025-11-26,Average,False,False,False,False,3,2.0,1943,5895.0,3,763000
AB-00285,612 River St,Calgary,Seton,51.012036,-114.091848,Detached,1976.0,2026-02-27,Average,True,False,False,False,4,2.0,1878,5167.0,2,655000
AB-00286,1410 Cedar St,Calgary,Aspen Woods,50.996683,-114.14451,Detached,1986.0,2025-04-09,Good,False,False,True,False,3,3.5,1872,7254.0,1,1044000
AB-00287,8810 Cedar Ave,Calgary,Kensington,51.021282,-114.025104,Condo,1972.0,2024-08-05,Good,True,False,True,False,1,1.0,803,,1,269000
AB-00288,2833 River Way,Calgary,Kensington,51.027623,-113.974821,Duplex,2014.0,2025-06-28,Good,False,False,False,False,3,2.5,1961,3274.0,2,827000
AB-00289,5399 Aspen Ave,Leduc,West Haven,53.269875,-113.490722,Condo,2015.0,2025-11-01,Good,True,False,False,False,1,1.0,1013,,1,304000
AB-00290,5045 Maple Rd,Calgary,Inglewood,51.060799,-114.102397,Detached,1977.0,2023-11-02,Excellent,False,True,False,False,3,2.5,1964,4295.0,1,1027000
AB-00291,5020 Maple Way,Edmonton,Oliver,53.552564,-113.554421,Detached,1991.0,2025-10-29,Average,False,False,False,False,4,2.5,2011,4761.0,2,706000
AB-00292,1016 Park Rd,Sherwood Park,Davidson Creek,53.504558,-113.271551,Duplex,2008.0,2023-03-22,Fair,True,False,False,False,2,2.5,1786,2340.0,0,574000
AB-00293,9355 River Rd,Red Deer,Lancaster,52.302962,-113.845256,Condo,1965.0,2025-10-25,Average,True,False,False,False,2,1.5,1008,,0,194000
AB-00294,7896 Aspen St,St. Albert,Riverside,53.621721,-113.565831,Semi-Detached,1976.0,2025-09-13,Average,True,False,False,False,3,2.0,2000,2941.0,1,643000
AB-00295,4462 Cedar Rd,Edmonton,Summerside,53.523577,-113.452047,Semi-Detached,1991.0,2024-10-27,Average,True,False,False,False,3,2.0,1686,4932.0,1,580000
AB-00296,7316 Maple Ave,Calgary,Beltline,51.062474,-114.047677,Duplex,2016.0,2025-05-22,Good,True,False,True,False,2,2.0,1525,3869.0,2,711000
AB-00297,7819 Maple Rd,Edmonton,Oliver,53.516728,-113.540816,Condo,1974.0,2024-12-05,Average,True,False,False,False,2,1.0,769,,1,185000
AB-00298,1084 Park Ave,Calgary,Mahogany,51.036956,-114.084357,Townhouse,1965.0,2024-09-14,Average,True,False,False,True,3,2.0,1864,1248.0,2,624000
AB-00299,8431 Prairie St,Red Deer,West Park,52.298217,-113.837438,Condo,1989.0,2023-01-29,Excellent,False,False,True,False,1,2.0,1029,,1,262000
AB-00300,5865 Park Rd,Calgary,Beltline,51.100957,-114.049806,Detached,1980.0,2025-01-11,Poor,True,True,True,False,5,2.5,2077,4901.0,2,817000
AB-00301,1538 Prairie Blvd,Fort McMurray,Timberlea,56.767772,-111.370854,Condo,2010.0,2024-07-14,Good,False,False,True,False,3,1.0,995,,0,253000
AB-00302,3414 River Rd,Edmonton,Terwillegar,53.523303,-113.517588,Condo,1977.0,2024-12-19,Average,False,False,False,False,1,1.0,937,,0,259000
AB-00303,2484 Prairie St,Red Deer,Lancaster,52.268845,-113.797303,Condo,1975.0,2025-04-11,Average,False,False,False,False,1,1.5,1122,,2,261000
AB-00304,3883 Aspen Ave,Calgary,Aspen Woods,51.064493,-114.151134,Detached,1994.0,2026-05-13,Good,True,False,False,False,3,2.0,2058,8322.0,1,1160000
AB-00305,345 Park Blvd,Calgary,Seton,51.068261,-114.078131,Detached,1988.0,2024-07-21,Poor,False,False,True,False,4,3.0,2121,6747.0,2,660000
AB-00306,6332 Prairie Rd,Fort McMurray,Beacon Hill,56.706382,-111.352514,Semi-Detached,2011.0,2024-10-31,Good,False,False,False,False,3,2.5,1487,2519.0,1,504000
AB-00307,743 Aspen Blvd,Calgary,Auburn Bay,51.060261,-114.018052,Semi-Detached,2010.0,2024-09-01,Excellent,False,True,False,False,4,3.0,1668,2243.0,1,700000
AB-00308,7500 Maple Way,St. Albert,Oakmont,53.603029,-113.596427,Semi-Detached,1978.0,2024-10-17,Average,False,False,True,False,3,2.5,1509,3211.0,0,469000
AB-00309,2786 Prairie St,Calgary,Mahogany,51.029389,-114.039393,Semi-Detached,1971.0,2024-06-15,Average,False,False,False,False,4,3.0,1675,2490.0,2,545000
AB-00310,9365 Prairie Ave,Sherwood Park,Davidson Creek,53.549064,-113.253733,Townhouse,1981.0,2026-01-11,Excellent,True,False,False,False,2,2.5,1781,1600.0,0,542000
AB-00311,4246 Maple Blvd,St. Albert,Mission,53.67469,-113.650434,Detached,1960.0,2025-01-14,Good,False,True,False,False,3,3.5,1157,3369.0,3,490000
AB-00312,9234 River St,Calgary,Auburn Bay,51.098674,-113.981626,Semi-Detached,1995.0,2026-04-13,Good,False,True,False,False,3,2.5,1380,3347.0,0,602000
AB-00313,9847 Aspen Way,Sherwood Park,Clarkdale,53.561938,-113.260674,Detached,1980.0,2025-02-27,Good,False,False,True,False,3,2.0,2493,6428.0,3,915000
AB-00314,4596 Park Way,Calgary,Inglewood,51.038744,-114.092295,Duplex,2020.0,2025-11-06,Fair,False,False,True,False,3,2.5,1220,2797.0,0,471000
AB-00315,5285 Park Way,Calgary,Kensington,51.096414,-114.123276,Semi-Detached,1996.0,2024-09-08,Average,True,True,False,False,3,3.0,1836,3270.0,2,791000
AB-00316,492 Cedar St,Calgary,Auburn Bay,51.041806,-114.077379,Duplex,1984.0,2025-11-08,Poor,False,False,False,False,4,2.0,1249,1493.0,1,369000
AB-00317,9111 Park St,Calgary,Bridgeland,51.109593,-114.016953,Detached,1999.0,2025-07-02,Average,True,False,False,True,3,2.5,2233,3970.0,2,1077000
AB-00318,7988 River Blvd,Edmonton,Laurel,53.51252,-113.510549,Condo,1964.0,2022-12-07,Good,False,False,False,False,3,1.0,800,,1,212000
AB-00319,5893 Maple Ave,Edmonton,Terwillegar,53.52899,-113.544183,Townhouse,2002.0,2026-05-08,Good,True,False,False,False,3,2.5,1821,2571.0,0,647000
AB-00320,4548 Cedar St,Calgary,Mahogany,51.039534,-114.092872,Townhouse,2000.0,2025-10-08,Good,True,False,True,False,4,2.5,907,1961.0,1,317000
AB-00321,8292 River Ave,Edmonton,Laurel,53.505153,-113.623052,Duplex,1963.0,2025-01-29,Good,False,False,False,False,3,3.0,1593,2427.0,1,447000
AB-00322,821 Prairie Way,Leduc,West Haven,53.243402,-113.5764,Townhouse,1974.0,2023-07-03,Poor,False,True,False,False,2,2.5,1793,2630.0,1,396000
AB-00323,2027 Park Ave,Edmonton,Terwillegar,53.572913,-113.438588,Townhouse,2000.0,2026-02-11,Good,True,False,False,False,2,2.0,1100,1950.0,1,383000
AB-00324,5649 Aspen Blvd,Calgary,Seton,51.015759,-114.082092,Detached,1981.0,2026-05-10,Fair,False,False,True,True,5,3.5,1858,,2,657000
AB-00325,5219 Park Ave,Calgary,Mahogany,51.096944,-114.084101,Townhouse,2017.0,2024-07-22,Good,False,True,False,False,4,2.5,1578,1398.0,1,635000
AB-00326,3766 River Way,Calgary,Kensington,51.075642,-114.038742,Duplex,2019.0,2025-06-01,Average,True,False,False,False,4,2.0,1240,1103.0,1,507000
